"genre","freq","artist_names_list","genreart"
"r&b",106,"Janelle Monáe, Bobby V., Jazmine Sullivan, H.E.R., Victoria Monét, T-Pain, Jagged Edge, SZA, Ty Dolla $ign, DAY26, Keri Hilson, Beyoncé, Missy Elliott, Kelly Rowland, 112, Mario, Bryson Tiller, Normani, Ne-Yo, Danity Kane, Aaliyah, SWV, Mýa, Miguel, Jamie Foxx, Lloyd, Kehlani, Brandy, Xscape, Tank, Anita Baker, Teyana Taylor, USHER, Summer Walker, Jhené Aiko, Jeremih, Monica, Brooke Valentine, Jodeci, Ms. Lauryn Hill, Ashanti, Alicia Keys, Boyz II Men, August Alsina, Robin Thicke, Ciara, Deborah Cox, Tamia, Dru Hill, Brent Faiyaz, Case, Tony! Toni! Toné!, Destiny's Child, Next, Mary J. Blige, Lil' Kim, Floetry, Janet Jackson, TLC, Chrisette Michele, Amel Larrieux, Faith Evans, Mase, Kiana Ledé, Brian McKnight, Tevin Campbell, Ella Mai, Jill Scott, Kenny Lattimore, Sisqo, Kandi, Chris Brown, Ginuwine, Blackstreet, Chloe x Halle, PARTYNEXTDOOR, Jaheim, Trey Songz, Joe, 6LACK, Solange, Tyrese, Charlie Wilson, Babyface, Michael Jackson, Avant, KeKe Wyatt, Wale, Toni Braxton, Tinashe, Jon B., dvsn, Sevyn Streeter, India.Arie, Anthony Hamilton, Queen Naija, Lil' Mo, Fantasia, Big Sean, Erykah Badu, H-Town, Teena Marie, Pretty Ricky, Tweet, Keyshia Cole, Bow Wow","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"urban contemporary",91,"Bobby V., Jazmine Sullivan, T-Pain, Jagged Edge, DAY26, Keri Hilson, Missy Elliott, Kelly Rowland, 112, Mario, Ne-Yo, Danity Kane, Maze, DeBarge, Aaliyah, SWV, Mýa, Miguel, Jamie Foxx, Rihanna, Lloyd, Cheryl Lynn, Brandy, Xscape, Anita Baker, Teyana Taylor, USHER, Jeremih, Monica, Brooke Valentine, Jodeci, Ashanti, Boyz II Men, Fabolous, August Alsina, Robin Thicke, Ciara, Deborah Cox, Tamia, Dru Hill, Tony! Toni! Toné!, Destiny's Child, Next, Mary J. Blige, Lil' Kim, Mariah Carey, Floetry, Janet Jackson, TLC, Chrisette Michele, Amel Larrieux, Faith Evans, Mase, Brian McKnight, Tevin Campbell, Ella Mai, Jill Scott, Sisqo, John Legend, Ginuwine, Blackstreet, PARTYNEXTDOOR, Jaheim, Trey Songz, Joe, Nelly, Solange, Tyrese, Charlie Wilson, Shalamar, Babyface, Evelyn ""Champagne"" King, The Whispers, Avant, KeKe Wyatt, Toni Braxton, Jon B., Sevyn Streeter, India.Arie, Anthony Hamilton, Kelis, Ja Rule, Lil' Mo, Fantasia, Loose Ends, H-Town, Teena Marie, Pretty Ricky, Tweet, Keyshia Cole, Bow Wow","https://www.dropbox.com/scl/fi/h0fotzazhmzxxch18nt7m/2.png?rlkey=mk3wrtz4zgvno9lq4epsblp51&raw=1"
"pop",77,"SZA, Pharrell Williams, Beyoncé, Doja Cat, JoJo, Normani, Ne-Yo, Rihanna, BTS, Megan Thee Stallion, The Pussycat Dolls, FLETCHER, Hayley Kiyoko, Dua Lipa, Cardi B, Kehlani, USHER, Ariana Grande, Alicia Keys, Ciara, Nicki Minaj, Christina Aguilera, Fall Out Boy, The 1975, Paramore, Billie Eilish, Khalid, Fifth Harmony, The Neighbourhood, Taylor Swift, P!nk, Destiny's Child, Ed Sheeran, Conan Gray, Mariah Carey, Camila Cabello, Whitney Houston, James Arthur, Justin Timberlake, Katy Perry, The Weeknd, John Legend, will.i.am, Bastille, Olly Alexander (Years & Years), Sam Smith, Sia, Panic! At The Disco, Little Mix, Avril Lavigne, Lady Gaga, Sofia Carson, Carly Rae Jepsen, Post Malone, ZAYN, 5 Seconds of Summer, Flo Rida, Timbaland, Tori Kelly, Bruno Mars, Demi Lovato, Adele, Tinashe, Zedd, Olivia Rodrigo, Jason Mraz, blackbear, *NSYNC, Hailee Steinfeld, Hannah Montana, Natasha Bedingfield, BLACKPINK, Selena Gomez, Zendaya, Melanie Martinez, WILLOW, Miley Cyrus","https://www.dropbox.com/scl/fi/x6gz5cvdqf4on71sxavtc/3.png?rlkey=1uc56a9vpcd10hn7hh9yzonf4&raw=1"
"rap",74,"Lil Wayne, H.E.R., T-Pain, Kanye West, SZA, Missy Elliott, Bryson Tiller, Ludacris, LL COOL J, JAY-Z, Megan Thee Stallion, Busta Rhymes, Cardi B, Kehlani, Pusha T, Yo Gotti, USHER, Summer Walker, 2Pac, Dr. Dre, The Notorious B.I.G., Drake, Fabolous, T.I., Nicki Minaj, Gucci Mane, Brent Faiyaz, Lil' Kim, Diddy, Ella Mai, N.W.A., Juice WRLD, DJ Khaled, Chris Brown, YG, Cordae, Lil Durk, G-Eazy, Lil Baby, Kendrick Lamar, Migos, Metro Boomin, French Montana, PARTYNEXTDOOR, Roddy Ricch, Nelly, 6LACK, Offset, Post Malone, B.o.B, Waka Flocka Flame, Wale, Kodak Black, Juicy J, 2 Chainz, J. Cole, 50 Cent, Bone Thugs-N-Harmony, Childish Gambino, Jeezy, Nas, DMX, Ja Rule, Rick Ross, Big Sean, 21 Savage, Eminem, Meek Mill, PnB Rock, Freddie Gibbs, Ice Cube, Young Money, Bow Wow, Snoop Dogg","https://www.dropbox.com/scl/fi/0oowpy4ywu8944pv6rm2v/4.png?rlkey=bfip6phno5tmp92nah11bt7tw&raw=1"
"hip hop",58,"Lil Wayne, T-Pain, Kanye West, Ty Dolla $ign, Missy Elliott, Ludacris, LL COOL J, JAY-Z, Busta Rhymes, Pusha T, 2Pac, Dr. Dre, Big Boi, EPMD, Fugees, Ms. Lauryn Hill, The Notorious B.I.G., Drake, Fabolous, T.I., Gucci Mane, Lil' Kim, Mase, Diddy, N.W.A., DJ Khaled, YG, Cordae, Lil Durk, Kendrick Lamar, Migos, French Montana, Nelly, Offset, André 3000, Will Smith, Wreckx-N-Effect, 2 Chainz, J. Cole, 50 Cent, Bone Thugs-N-Harmony, Geto Boys, Childish Gambino, Nas, Mobb Deep, DMX, AZ, Ja Rule, Rick Ross, Big Sean, 21 Savage, Makaveli, Eminem, Meek Mill, Freddie Gibbs, Anderson .Paak, Ice Cube, Snoop Dogg","https://www.dropbox.com/scl/fi/vijuo6mkssrree55tz26h/7.png?rlkey=jc13i7mpdqlvev1siee99vgpy&raw=1"
"dance pop",55,"T-Pain, Pharrell Williams, Keri Hilson, Missy Elliott, Kelly Rowland, Doja Cat, Mario, Ludacris, JoJo, Ne-Yo, Danity Kane, Aaliyah, The Pussycat Dolls, The Veronicas, Dua Lipa, Brandy, USHER, Lil Jon, Ashanti, Robin Thicke, Ciara, Christina Aguilera, P!nk, Robyn, Destiny's Child, Mary J. Blige, Lil' Kim, Mariah Carey, Camila Cabello, Whitney Houston, Janet Jackson, TLC, Diddy, Justin Timberlake, Akon, will.i.am, Olly Alexander (Years & Years), Avril Lavigne, Lady Gaga, Trey Songz, Nelly, Carly Rae Jepsen, Flo Rida, B.o.B, Timbaland, Bruno Mars, Toni Braxton, Tinashe, Jason Mraz, *NSYNC, Natasha Bedingfield, Kelis, Ja Rule, Dido, Bow Wow","https://www.dropbox.com/scl/fi/pc1syf9qzfwryvspc538n/5.png?rlkey=3nh6qq4os2y69rhr7uyc6bxoo&raw=1"
"contemporary r&b",51,"Bobby V., Jagged Edge, 112, DeBarge, Aaliyah, SWV, Mýa, Jamie Foxx, Brandy, Xscape, USHER, Monica, Jodeci, Boyz II Men, Deborah Cox, Tamia, Dru Hill, Case, Tony! Toni! Toné!, Next, Floetry, TLC, Chrisette Michele, Faith Evans, Mase, Brian McKnight, Tevin Campbell, Kenny Lattimore, Sisqo, Kandi, Ginuwine, Blackstreet, Glenn Lewis, Jaheim, Joe, Tyrese, Charlie Wilson, Chlöe, Babyface, After 7, Avant, KeKe Wyatt, Toni Braxton, Jon B., Anthony Hamilton, Lil' Mo, Fantasia, Loose Ends, H-Town, Teena Marie, Tweet","https://www.dropbox.com/scl/fi/vmn8v62yc74x21ti6j10k/6.png?rlkey=j74zvrycbgrkkcadojn3ihdcx&raw=1"
"hip pop",47,"Bobby V., Jazmine Sullivan, DAY26, Keri Hilson, Missy Elliott, Kelly Rowland, 112, Danity Kane, Aaliyah, SWV, Mýa, Jamie Foxx, Lloyd, Brandy, Xscape, Teyana Taylor, Monica, Brooke Valentine, Ashanti, Ciara, Nicki Minaj, Tamia, Mary J. Blige, Lil' Kim, Floetry, TLC, Chrisette Michele, Faith Evans, Mase, Diddy, Jill Scott, Sisqo, Shawnna, Kandi, Ginuwine, Tyrese, Khia, KeKe Wyatt, Sevyn Streeter, Kelis, Ja Rule, Lil' Mo, Fantasia, Pretty Ricky, Tweet, Keyshia Cole, Bow Wow","https://www.dropbox.com/scl/fi/fyf4sjq274ndqn2a4ni8b/8.png?rlkey=a0ee0ipxvelhy91tny81aqi7y&raw=1"
"pop rap",45,"Lil Wayne, T-Pain, Ty Dolla $ign, Missy Elliott, Ludacris, JAY-Z, Jamie Foxx, Lloyd, Busta Rhymes, Pusha T, Jeremih, Lil Jon, Drake, Fabolous, August Alsina, Robin Thicke, T.I., Gucci Mane, Lil' Kim, Diddy, DJ Khaled, YG, Cordae, Lil Durk, G-Eazy, Migos, French Montana, Nelly, Offset, Will Smith, Flo Rida, B.o.B, Timbaland, Waka Flocka Flame, Wale, Juicy J, 2 Chainz, 50 Cent, Ja Rule, Big Sean, IDK, Meek Mill, Young Money, Bow Wow, Snoop Dogg","https://www.dropbox.com/scl/fi/upp3wu4yr333a77m196si/9.png?rlkey=792dc6n4saw16ndkvxt0xxot2&raw=1"
"trap",44,"Lil Wayne, T-Pain, Ty Dolla $ign, Big K.R.I.T., Ludacris, Jamie Foxx, Lloyd, Pusha T, Yo Gotti, Jeremih, Lil Jon, Fabolous, August Alsina, Trinidad James, T.I., Gucci Mane, YG, Cordae, Lil Durk, Lil Baby, Migos, French Montana, Twista, Trey Songz, Roddy Ricch, 6LACK, Offset, Waka Flocka Flame, Roscoe Dash, Wale, Kodak Black, Juicy J, 2 Chainz, Jeezy, Rick Ross, Big Sean, Meek Mill, PnB Rock, Shy Glizzy, Pretty Ricky, Yung Bleu, Young Money, Swizz Beatz, Bow Wow","https://www.dropbox.com/scl/fi/rx9a7eo4jkm2mi9htl7rn/10.png?rlkey=nogecx22lo078rmp541l67hr0&raw=1"
"southern hip hop",41,"Bobby V., T-Pain, Ty Dolla $ign, Mario, Big K.R.I.T., Ludacris, Jamie Foxx, Lloyd, Pusha T, Yo Gotti, GloRilla, Jeremih, Lil Jon, Big Boi, August Alsina, T.I., Gucci Mane, Lil' Kim, Mase, YG, Migos, French Montana, Trey Songz, André 3000, Lil Jon & The East Side Boyz, Ying Yang Twins, B.o.B, Waka Flocka Flame, Roscoe Dash, Wale, Juicy J, 2 Chainz, Chamillionaire, Jeezy, Rick Ross, Big Sean, Meek Mill, Pretty Ricky, Young Money, Swizz Beatz, Bow Wow","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"soul",40,"The Temptations, Maze, Cameo, The Isley Brothers, Luther Vandross, Cheryl Lynn, Leon Bridges, Stevie Wonder, Anita Baker, Donny Hathaway, Aretha Franklin, The Supremes, Mavis Staples, Ella Fitzgerald, Earth, Wind & Fire, Commodores, Smokey Robinson & The Miracles, Dinah Washington, D'Angelo, Rufus, Chaka Khan, Gladys Knight & The Pips, Kool & The Gang, Shalamar, Diana Ross, Michael Jackson, Patrice Rushen, Rick James, Evelyn ""Champagne"" King, The Whispers, The Staple Singers, Isaac Hayes, Sam Cooke, Corinne Bailey Rae, The Dramatics, Marvin Gaye, Nina Simone, Billie Holiday, Louis Armstrong, Peaches & Herb","https://www.dropbox.com/scl/fi/2g6vnuhrjh5a58kts51wl/genres2.png?rlkey=aszu22egr6586gthugay3mkpq&raw=1"
"neo soul",34,"Janelle Monáe, Jazmine Sullivan, Missy Elliott, Maze, Leon Bridges, Anita Baker, Fugees, Ms. Lauryn Hill, Alicia Keys, Robin Thicke, Donny Hathaway, Mary J. Blige, Floetry, Laura Mvula, Chrisette Michele, Amel Larrieux, Jill Scott, D'Angelo, Chaka Khan, John Legend, Glenn Lewis, India.Arie, Corinne Bailey Rae, Anthony Hamilton, Kelis, Meshell Ndegeocello, Marvin Gaye, Frank Ocean, Nina Simone, Erykah Badu, Teena Marie, Anderson .Paak, Silk Sonic, Tweet","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"quiet storm",33,"Maze, Frankie Beverly, DeBarge, Cameo, The Isley Brothers, Luther Vandross, Cheryl Lynn, Anita Baker, Roger, Donny Hathaway, Brian McKnight, Jill Scott, Commodores, Smokey Robinson & The Miracles, Rufus, Chaka Khan, Gladys Knight & The Pips, LaBelle, Shalamar, Diana Ross, Patrice Rushen, Rick James, Evelyn ""Champagne"" King, The Whispers, McFadden & Whitehead, Isaac Hayes, The Dramatics, Marvin Gaye, Loose Ends, Tavares, Teena Marie, Peaches & Herb, James Ingram","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"gangster rap",29,"T-Pain, JAY-Z, Pusha T, Yo Gotti, 2Pac, Dr. Dre, The Notorious B.I.G., Fabolous, T.I., Mase, N.W.A., Outlawz, Twista, Nelly, Krayzie Bone, E-40, 50 Cent, Bone Thugs-N-Harmony, Geto Boys, Jeezy, Nas, DMX, Scarface, Ja Rule, Rick Ross, Makaveli, Ice Cube, Snoop Dogg, Too $hort","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"atl hip hop",28,"Janelle Monáe, Jagged Edge, Kelly Rowland, 112, Ludacris, Xscape, USHER, Lil Jon, Big Boi, Trinidad James, T.I., Gucci Mane, V.I.C., TLC, Lil Baby, Migos, 6LACK, Offset, André 3000, Lil Jon & The East Side Boyz, Ying Yang Twins, B.o.B, Waka Flocka Flame, Roscoe Dash, 2 Chainz, Childish Gambino, Jeezy, 21 Savage","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"dirty south rap",27,"Bobby V., Ludacris, Bun B, Yo Gotti, Lil Jon, Big Boi, Trinidad James, T.I., Gucci Mane, Swishahouse, Shawnna, Twista, André 3000, Lil Jon & The East Side Boyz, Ying Yang Twins, Waka Flocka Flame, Roscoe Dash, Chamillionaire, Krayzie Bone, Geto Boys, Jeezy, The LOX, Scarface, Rick Ross, Pretty Ricky, Young Money, Swizz Beatz","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"funk",25,"Maze, DeBarge, Cameo, The Isley Brothers, Cheryl Lynn, Prince, Anita Baker, Roger, Donny Hathaway, Earth, Wind & Fire, Commodores, Rufus, Chaka Khan, Gladys Knight & The Pips, Kool & The Gang, Shalamar, Patrice Rushen, Rick James, Evelyn ""Champagne"" King, The Whispers, Isaac Hayes, The Dramatics, Loose Ends, Teena Marie, Peaches & Herb","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"alternative r&b",24,"Janelle Monáe, Snoh Aalegra, Victoria Monét, Tanerélle, Ari Lennox, Asiahn, Teyana Taylor, Ms. Lauryn Hill, Sinéad Harnett, The Internet, KAYTRANADA, Ravyn Lenae, Mahalia, Syd, FKA twigs, KIRBY, Xavier Omär, Chase Atlantic, Solange, Tinashe, GoldLink, DESTIN CONRAD, Alex Isley, Erykah Badu","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"disco",23,"The Temptations, Cameo, Cheryl Lynn, Bee Gees, The Supremes, Earth, Wind & Fire, Commodores, Rufus, Chaka Khan, Gladys Knight & The Pips, LaBelle, Kool & The Gang, Shalamar, Diana Ross, Patrice Rushen, Rick James, Evelyn ""Champagne"" King, The Whispers, McFadden & Whitehead, Isaac Hayes, The Dramatics, Tavares, Peaches & Herb","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"movie tunes",23,"Anika Noni Rose, Jessica Darrow, Mauro Castillo, Adassa, Diane Guerrero, Stephanie Beatriz, Encanto - Cast, Randy Newman, Idina Menzel, Phil Harris, Bruce Reitherman, Glenn Close, Carmen Twillie, Lebo M., Disney, Aaron Lohr, Sarah Jeffery, Booboo Stewart, Mitchell Hope, The Cheetah Girls","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classic soul",21,"The Temptations, Maze, The Isley Brothers, Cheryl Lynn, Donny Hathaway, Aretha Franklin, The Supremes, Smokey Robinson & The Miracles, Rufus, Gladys Knight & The Pips, Shalamar, Patrice Rushen, Evelyn ""Champagne"" King, The Whispers, McFadden & Whitehead, The Staple Singers, Isaac Hayes, Sam Cooke, The Dramatics, Marvin Gaye, Peaches & Herb","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"new jack swing",20,"Maze, Cameo, SWV, Roger, Jodeci, Boyz II Men, Case, Tony! Toni! Toné!, Next, Floetry, Tevin Campbell, Blackstreet, Shalamar, After 7, Evelyn ""Champagne"" King, The Whispers, Wreckx-N-Effect, Loose Ends, H-Town, Teena Marie","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"motown",18,"The Temptations, Maze, Cameo, The Isley Brothers, Stevie Wonder, The Supremes, Earth, Wind & Fire, Commodores, Smokey Robinson & The Miracles, Rufus, Gladys Knight & The Pips, Kool & The Gang, Shalamar, Diana Ross, Rick James, The Dramatics, Marvin Gaye, Tavares","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"east coast hip hop",18,"LL COOL J, JAY-Z, Busta Rhymes, EPMD, Fugees, The Notorious B.I.G., Lil' Kim, Diddy, Big Pun, Biz Markie, 50 Cent, Nas, Mobb Deep, The LOX, DMX, Ja Rule, Beanie Sigel, Memphis Bleek","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"modern rock",14,"Glass Animals, Blossoms, Fall Out Boy, The 1975, Paramore, All Time Low, The Neighbourhood, Neon Trees, Death Cab for Cutie, BØRNS, Bastille, Bad Suns, Kings of Leon, Two Door Cinema Club","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"post-disco",13,"Maze, Cameo, Cheryl Lynn, Roger, Rufus, Shalamar, Patrice Rushen, Evelyn ""Champagne"" King, The Whispers, McFadden & Whitehead, The Dramatics, Loose Ends, Peaches & Herb","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"post-teen pop",12,"JoJo, The Veronicas, Sara Bareilles, Glee Cast, Tori Kelly, Demi Lovato, Hannah Montana, Natasha Bedingfield, Selena Gomez, Zendaya, WILLOW, The Cheetah Girls","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"pov: indie",12,"Glass Animals, The 1975, Beach Weather, Neon Trees, Conan Gray, BØRNS, Men I Trust, The Japanese House, Bad Suns, Wallows, Mitski, WILLOW","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"adult standards",12,"Louis Prima, The Supremes, Ella Fitzgerald, Carpenters, Neil Diamond, Commodores, Frank Sinatra, Sonny & Cher, Diana Ross, Bing Crosby, Billie Holiday, Louis Armstrong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"hardcore hip hop",11,"Busta Rhymes, The Notorious B.I.G., Mase, Big Pun, Geto Boys, Nas, Mobb Deep, The LOX, DMX, AZ, Scarface","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"pop r&b",10,"Coco Jones, August Alsina, Khalid, Jake & Papa, Kiana Ledé, Tone Stith, Ryan Destiny, Empire Cast, Yo Trane, Queen Naija","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"girl group",10,"Danity Kane, SWV, The Pussycat Dolls, The Veronicas, Xscape, Fifth Harmony, Destiny's Child, TLC, Little Mix, The Cheetah Girls","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"rock",10,"Prince, Fall Out Boy, The 1975, Paramore, Oasis, The Beatles, Bob Dylan, Kings of Leon, Queen, Placebo","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"uk pop",10,"Dua Lipa, Ed Sheeran, James Arthur, Olly Alexander (Years & Years), Sam Smith, Little Mix, ZAYN, Adele, The Aces, Dermot Kennedy","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"west coast rap",10,"2Pac, Dr. Dre, N.W.A., Kendrick Lamar, E-40, Keak Da Sneak, Luniz, Ice Cube, Snoop Dogg, Too $hort","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"conscious hip hop",9,"Big K.R.I.T., Ms. Lauryn Hill, N.W.A., Kendrick Lamar, J. Cole, Geto Boys, Nas, Scarface, Ice Cube","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"soft rock",9,"Belinda Carlisle, Phil Collins, Bee Gees, Carpenters, Neil Diamond, Commodores, Sonny & Cher, Kool & The Gang, Diana Ross","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"trap queen",9,"Megan Thee Stallion, Jucee Froot, City Girls, Lil' Kim, Big Freedia, Sexyy Red, Star Cast, Khia, Sevyn Streeter","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"alt z",9,"FLETCHER, Hayley Kiyoko, VÉRITÉ, The Aces, blackbear, Emmy Meli, Melanie Martinez, Charlotte Sands, Reneé Rapp","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"southern soul",9,"Donny Hathaway, Aretha Franklin, Mavis Staples, Brook Benton, Rufus, The Staple Singers, Isaac Hayes, The Dramatics, Bobby ""Blue"" Bland","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"boy band",8,"DAY26, 112, Boyz II Men, Next, Blackstreet, 5 Seconds of Summer, *NSYNC, H-Town","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"canadian pop",8,"Drake, Deborah Cox, Tamia, Jessie Reyez, The Weeknd, Glenn Lewis, Avril Lavigne, Carly Rae Jepsen","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"pop punk",8,"Hands Like Houses, Fall Out Boy, Paramore, All Time Low, The Maine, PVRIS, The Cab, Mayday Parade","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indie soul",8,"KAYTRANADA, Ravyn Lenae, D'Angelo, Rhye, Jordan Rakei, Tom Misch, Yussef Dayes, Anderson .Paak","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"vocal jazz",8,"Aretha Franklin, Ella Fitzgerald, Dinah Washington, Leslie Odom Jr., Sam Cooke, Nina Simone, Billie Holiday, Louis Armstrong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"afrofuturism",7,"Janelle Monáe, Steve Lacy, Laura Mvula, FKA twigs, Solange, WILLOW, Erykah Badu","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"golden age hip hop",7,"LL COOL J, 2 LIVE CREW, EPMD, N.W.A., Biz Markie, Geto Boys, Too $hort","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"old school hip hop",7,"LL COOL J, 2 LIVE CREW, EPMD, N.W.A., Biz Markie, DJ Kool, Geto Boys","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"queens hip hop",7,"LL COOL J, Nicki Minaj, 50 Cent, Nas, Mobb Deep, Nature, Ja Rule","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"british soul",7,"Sade, Floetry, Laura Mvula, Seal, Adele, Corinne Bailey Rae, Duffy","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"art pop",7,"Rina Sawayama, Billie Eilish, FKA twigs, Lady Gaga, Rhye, Grace Jones, AURORA","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indietronica",7,"The xx, Glass Animals, Death Cab for Cutie, The Japanese House, Rhye, Bonobo, Two Door Cinema Club","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"modern alternative rock",7,"The 1975, The Neighbourhood, Death Cab for Cutie, BØRNS, THE DRIVER ERA, Bad Suns, Two Door Cinema Club","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"children's music",7,"Kidz Bop Kids, Pinkfong, Kidsongs, Barney, Super Simple Songs, Bluey, The Kiboomers","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indie r&b",7,"Cautious Clay, LOONY, syd B, Adria Kain, Tone Stith, Muni Long, Naomi Sharon","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
